time,distance,speed,throttle,brake,rpm,gear,drs,x,y,z
61.569,3739.9207731663405,265.8227264,100.0,0,10289.6635904,7,0,-987.0,6987.0,7310.0
61.769,3754.612944835027,264.45909003636365,100.0,0,10217.845408581818,7,0,-787.0,6934.0,7310.0
61.983,3770.2468337239156,263.0,100.0,0,10141.0,7,0,-673.4513135692744,6914.301529808474,7309.39722804541
62.09,3778.0538397943606,262.6656248,100.0,0,10144.0093768,7,0,-612.0,6911.0,7309.0
62.303,3793.5555064610267,262.0,100.0,0,10150.0,7,0,-422.20576698343456,6904.952413393164,7308.239360020212
62.37,3798.431617572138,262.0,100.0,0,10131.5749824,7,0,-368.0,6904.0,7308.0
62.623,3816.8443953499154,262.0,100.0,0,10062.0,7,0,-224.89143128097072,6904.968311905593,7307.031237376532
62.63,3817.353669653916,261.9124992,97.14164053333333,0,10058.7624704,7,0,-221.0,6905.0,7307.0
62.863,3834.116725209471,259.0,2.0,1,9951.0,7,0,-74.25819257543604,6905.003770862159,7305.790153616739
63.009,3844.409898167726,253.804264724103,0.9608529448205996,1,9256.84976714016,7,0,45.0,6907.0,7305.0
63.144,3853.747398167726,249.0,0.0,1,8615.0,7,0,177.9098557130418,6911.666654262138,7304.320115004872
63.229,3859.37569621217,238.374976,0.0,1,8699.2033152,7,0,252.0,6915.0,7304.0
63.464,3873.018751767726,209.0,0.0,1,8932.0,7,0,361.35523390300773,6923.203820815865,7303.747604182903
63.629,3881.9740114583924,195.38748415999999,0.0,1,9273.96289792,7,0,418.0,6935.0,7303.0
63.809,3891.0008856663926,180.53748416,0.0,1,9647.01289792,7,0,504.0,6959.0,7301.0
63.864,3893.6897745552815,176.0,0.0,1,9761.0,7,0,532.5954415736854,6969.17525346082,7300.3151354581205
64.049,3901.831058340171,158.42498176,0.0,1,10912.6261952,7,0,627.0,7009.0,7298.0
64.064,3902.485225006837,157.0,0.0,1,11006.0,5,0,633.7030652782124,7012.060604261677,7297.820201413606
64.224,3909.151891673504,150.0,0.0,1,10183.0,4,0,694.7476236431644,7042.098195272323,7295.9926688254
64.384,3915.463002784615,142.0,0.0,1,10883.0,4,0,742.6362476528825,7068.481789984304,7294.502382905734
64.469,3918.6736216764666,135.97915306666667,0.0,1,10714.0621184,4,0,768.0,7082.0,7294.0
64.624,3924.055566120911,125.0,0.0,1,10406.0,2,0,815.7224951302671,7106.276243130809,7293.423118501616
64.669,3925.605761380911,124.0156208,0.0,1,10256.0931104,2,0,832.0,7114.0,7293.0
64.849,3931.6096674209116,120.0781208,0.0,1,9656.4681104,2,0,905.0,7146.0,7290.0
64.944,3934.7235563098006,118.0,0.0,1,9340.0,2,0,932.1084189885946,7155.79793387065,7288.938523382651
65.129,3940.430934412023,111.0624928,0.0,1,9056.1403304,2,0,970.0,7163.0,7288.0
65.264,3944.405934412023,106.0,0.0,1,8849.0,2,0,1006.1486155863909,7166.325365545876,7287.476584010455
65.429,3949.1694994798554,103.93232875270917,10.338356236454137,1,8897.797041436064,2,0,1054.0,7165.0,7286.0
65.589,3953.6996024373216,101.92731654298682,20.3634172850659,1,8945.115329585511,2,0,1096.0,7153.0,7283.0
65.663,3955.7757135484326,101.0,25.0,0,8967.0,2,0,1115.9988097775877,7143.083545645283,7282.088283987297
65.823,3960.264602437321,101.0,34.0,0,9094.0,2,0,1159.9049466997158,7113.685242589161,7281.319897156781
65.889,3962.125344121588,101.49500096,36.64000512,0,9140.2000896,2,0,1176.0,7101.0,7281.0
